zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
60	2764.11	39816	147455	103067	0.22604	0.26296	0.313166	0.197835	0.301027	0.256268	0.184165	0.154956	0.079333	0.024251	0.240305	0.00879	0.70007	0.035614	0.273056	0.072735	0.041095	0.513045	0.252486	0.290712	0.170786	0.105284	0.110333	0.038728	0.031671	6	59.700001	24.1	1	0	0.1	0	89.5	54.3	64.7	44	62.6	65	76.4	53.6	15.4	73.2	85.5	60.8	1.7	58.2	69.2	47.2	40.2
61	52.4	69166	189933	145707	0.141587	0.174493	0.354828	0.329092	0.232851	0.252415	0.185992	0.171213	0.113819	0.04371	0.569225	0.053176	0.242402	0.114204	0.108695	0.056082	0.057065	0.605544	0.145852	0.187057	0.187043	0.134748	0.174045	0.084247	0.087008	6	3829.100098	1843.699951	251.300003	0	0.1	0	77.1	57.9	68.1	47.8	55.4	66.5	76.2	56.8	10.5	74.6	85.1	64	1.8	62.1	72.6	51.5	33.7
62	15.16	31011	114744	89338	0.161136	0.224372	0.422141	0.192351	0.221415	0.243333	0.198921	0.191879	0.107317	0.037135	0.151011	0.04363	0.53065	0.264229	0.288897	0.045855	0.034597	0.601133	0.131598	0.179678	0.158686	0.152011	0.209055	0.094934	0.074038	6	7946.200195	1957.800049	262.600006	0	0	1	281.5	53.7	64.1	43.4	95.8	65.4	77.2	53.7	26.2	75.5	88.6	62.4	2.1	58.2	69.1	47.3	58.8
63	16.63	25819	111463	86403	0.183392	0.263953	0.434447	0.118208	0.224828	0.26564	0.195922	0.187766	0.092766	0.033078	0.067315	0.019908	0.749564	0.155854	0.415392	0.037724	0.029247	0.596345	0.136644	0.193462	0.193346	0.145358	0.203648	0.08699	0.040552	6	7316.600098	3490.899902	194.100006	0	0.1	1	170.2	56.2	66.2	46.1	82.6	64.9	74.9	54.9	20.4	73.3	84.1	62.4	2.2	60.4	70.8	50	52.7
64	27.89	63215	192900	153287	0.120462	0.215281	0.435482	0.228775	0.205355	0.193173	0.212716	0.211576	0.129373	0.047807	0.256252	0.017955	0.178201	0.530808	0.100562	0.042648	0.058429	0.58718	0.144886	0.170687	0.138258	0.131931	0.180416	0.097414	0.136407	6	7245.799805	2444.800049	454.399994	0	0	1	79.6	55.6	65.6	45.7	70.1	63.9	74.1	53.7	14.5	71.1	82.1	60.1	1.5	59.6	70.1	49.1	43.7
65	19.85	54819	139636	114136	0.117733	0.124993	0.317645	0.439629	0.182618	0.262318	0.215618	0.182568	0.111404	0.045475	0.449844	0.087433	0.24517	0.190536	0.155548	0.098159	0.07045	0.635505	0.188438	0.128678	0.140371	0.126416	0.16653	0.102793	0.146774	6	7406.200195	5547.100098	727.5	0	0.1	1	154.9	54.8	65	44.6	63.8	65.4	77	53.8	14.2	73.3	85.9	60.8	2	58.9	69.8	48.1	41.3
66	27.09	50281	134305	109886	0.102882	0.174778	0.410453	0.311887	0.181818	0.21166	0.208108	0.22163	0.124999	0.051785	0.678586	0.018595	0.128021	0.153835	0.055289	0.087468	0.066921	0.590994	0.190649	0.153179	0.150773	0.112547	0.172232	0.08725	0.13337	6	7390.299805	4015.899902	312.600006	0	0.3	1	151.1	56.6	67.9	45.3	66.1	67.6	79.9	55.3	13.4	76.8	90.5	63	1.9	60.8	72.8	48.7	38.4
67	28.38	47878	118092	97164	0.097999	0.151677	0.330423	0.419901	0.177218	0.24856	0.215747	0.203782	0.114546	0.040147	0.622708	0.030118	0.193993	0.115022	0.112766	0.077969	0.080216	0.634968	0.176114	0.159071	0.154977	0.1277	0.170412	0.081875	0.129851	6	6604.200195	12183.09961	1079.900024	0	0.4	1	158.8	54	65.1	42.9	75.7	64.4	76.8	52	16.9	72.6	86.1	59.1	1.7	58	69.9	46.1	46.2
68	10.32	53499	135045	111029	0.099422	0.138582	0.289968	0.472028	0.177837	0.308371	0.221474	0.172913	0.087763	0.031641	0.537206	0.063291	0.313296	0.066188	0.125984	0.08088	0.071149	0.6375	0.241762	0.217425	0.169629	0.122414	0.132171	0.052094	0.064506	6	13378	3144.399902	375.899994	0	0	1	85.5	55	65	45.1	73.7	66.7	78.1	55.3	18.1	74.7	87	62.3	1.7	58.9	69.5	48.4	46.2
69	13.15	60813	168549	131239	0.139296	0.174864	0.30385	0.381991	0.22136	0.266884	0.219734	0.183181	0.082107	0.026734	0.45316	0.061171	0.39314	0.069262	0.259829	0.094042	0.061015	0.664498	0.218933	0.242202	0.179649	0.107099	0.125697	0.054413	0.072008	6	13082.09961	4598.5	308	0	0	1	48.6	55.2	65.6	44.8	63.2	67.8	80.1	55.6	15.5	76.2	89.5	62.7	1.4	59.1	70.2	48	39.5
70	10.29	40209	148233	110285	0.194558	0.234947	0.347808	0.222686	0.256002	0.265818	0.212368	0.167088	0.075415	0.023308	0.170758	0.049566	0.621478	0.151956	0.393146	0.098883	0.027367	0.640459	0.230073	0.244572	0.162327	0.125967	0.141759	0.057574	0.037728	6	14597.90039	2415.199951	242.100006	0	0	1	104.5	58.3	68.7	48	57	65.7	75.3	56.2	10.2	73.7	84.2	63.2	1.7	62.6	73.5	51.8	35
71	29.79	61763	180393	142234	0.126678	0.194194	0.362515	0.316613	0.211533	0.220424	0.216294	0.198361	0.108219	0.045168	0.579878	0.043311	0.266001	0.087042	0.150122	0.062788	0.068679	0.625076	0.16348	0.175736	0.162217	0.115797	0.17015	0.09109	0.121529	6	7145.700195	2609.300049	319.5	0	0.2	1	124.9	57.3	68.1	46.5	50.1	67.1	78.1	56.2	10.3	75.9	87.9	63.9	2.2	61.6	72.9	50.3	31.8
72	25.85	65067	190404	150742	0.139764	0.187192	0.362273	0.310772	0.208304	0.238824	0.21478	0.199087	0.100239	0.038765	0.547897	0.043878	0.254522	0.12733	0.165107	0.065717	0.069477	0.646422	0.136951	0.165967	0.147556	0.126285	0.1794	0.106874	0.136967	6	7745.399902	3722.100098	351.299988	0	0.1	1	152.7	57.5	69.2	45.9	47.8	67.1	78.8	55.4	9.1	76.1	88.5	63.7	2.6	61.9	74	49.7	29.8
73	183.78	37379	100193	79678	0.085797	0.213542	0.413013	0.287648	0.204755	0.166928	0.191051	0.238829	0.152955	0.045482	0.843843	0.011183	0.060596	0.061264	0.032264	0.023409	0.14591	0.593853	0.086225	0.080607	0.105594	0.091682	0.169828	0.11972	0.346344	6	1043.699951	594.900024	94.400002	0.3	0.5	1	210	56.3	68.3	44.3	44.2	67.6	79.6	55.6	8.8	76.6	89.1	64	1.9	60.4	73	47.9	27.9
74	12.24	52796	141289	120957	0.094155	0.134631	0.263107	0.508107	0.143904	0.399465	0.170388	0.146084	0.112804	0.027355	0.603493	0.07601	0.085025	0.195053	0.086844	0.181396	0.103881	0.587895	0.178233	0.144727	0.121032	0.09781	0.149178	0.111107	0.197913	6	12225.40039	6071.399902	842.400024	0.2	0.1	0	141.8	55	65.4	44.6	63.8	63.8	74.6	52.9	13.8	71.4	83.4	59.6	2.2	59.1	70	48.1	40.6
75	12.5	56631	133882	113385	0.094436	0.103548	0.236072	0.565944	0.153098	0.327288	0.224429	0.162867	0.096839	0.035479	0.300878	0.254684	0.148911	0.24974	0.141883	0.244548	0.055738	0.64796	0.260988	0.176582	0.145044	0.105419	0.138564	0.07955	0.093853	6	11100	10030	699.599976	0.2	0	0	173	55.3	65.7	44.9	65.9	65.1	76.5	53.8	15	73.4	85.9	60.9	1.8	59.5	70.5	48.4	42.4
76	27.6	55686	133317	109449	0.108483	0.141598	0.336979	0.41294	0.179032	0.195009	0.235949	0.206973	0.141287	0.04175	0.605466	0.161136	0.065923	0.127644	0.070485	0.080487	0.105242	0.66388	0.094009	0.106113	0.099145	0.108591	0.169702	0.125418	0.297023	6	5558.600098	1514	295.399994	0	0.1	0	180.2	55.5	65.3	45.6	59.9	64.6	74.6	54.6	14.1	72.7	83.5	62	2.2	59.7	70.1	49.4	39.2
77	9.27	41573	136851	99659	0.196618	0.216775	0.265316	0.32129	0.27177	0.266129	0.215483	0.152092	0.074227	0.020299	0.107137	0.398384	0.369879	0.09624	0.316624	0.148654	0.035871	0.598621	0.258942	0.227431	0.178794	0.128617	0.120511	0.051476	0.034229	6	14889.2002	2205.800049	121	0	0	0	158.8	56.5	66.1	47	44.3	64.9	74.1	55.7	9.9	72.9	82.8	63.1	2.3	60.7	70.6	50.8	31.9
78	31.06	63387	174474	139733	0.135249	0.178081	0.334769	0.351902	0.199118	0.227524	0.208226	0.212891	0.113599	0.038642	0.411299	0.113856	0.162099	0.277013	0.113209	0.074053	0.055587	0.640507	0.122864	0.166643	0.142127	0.115623	0.188319	0.116917	0.147507	6	6081.200195	3666.800049	411.399994	0.7	0.1	0	115.9	56	66.4	45.7	59.4	64.6	74.7	54.5	12.1	72.6	83.7	61.6	2	60.1	70.9	49.3	37.7
79	57.92	48176	144575	113081	0.162321	0.191029	0.362131	0.284519	0.217838	0.215418	0.21871	0.2072	0.105046	0.035788	0.40707	0.114663	0.23848	0.211309	0.119437	0.053097	0.046686	0.612764	0.118212	0.147335	0.146567	0.146857	0.203338	0.110408	0.127283	6	3870.5	615.200012	74.300003	0	0.4	0	145.3	53.8	64.1	43.5	64.4	64.9	76.4	53.4	14.7	73.1	85.9	60.4	2	57.8	68.8	46.7	40.6
80	58.29	47588	159937	125287	0.180739	0.201711	0.365701	0.251849	0.216648	0.272145	0.206287	0.182935	0.091211	0.030775	0.227767	0.118076	0.3325	0.276687	0.218458	0.057409	0.038666	0.551566	0.112003	0.138291	0.167332	0.148588	0.209402	0.10469	0.119694	6	4516	1998.699951	129.600006	0	0.4	0	147.1	54.9	66.6	43.3	54.7	66.8	79.9	53.8	11.7	76	90.5	61.4	1.4	59.2	71.7	46.7	35.1
81	68.18	43923	148422	116944	0.17772	0.231701	0.423491	0.167088	0.212084	0.238866	0.222609	0.185923	0.105887	0.034631	0.225486	0.048107	0.182638	0.514833	0.162261	0.04048	0.05189	0.457963	0.064522	0.091843	0.108303	0.123762	0.218792	0.157594	0.235184	6	3950.399902	3436.300049	206.399994	0.1	0.5	0	122.9	55.2	66.9	43.6	53.7	66.6	79.6	53.7	10.9	75.5	89.6	61.4	1.6	59.5	72	47	32.9
82	15.44	10715	34661	26413	0.156136	0.312366	0.436678	0.09482	0.237962	0.143822	0.252387	0.222498	0.110816	0.032515	0.202053	0.009613	0.032664	0.735138	0.038824	0.022772	0.057423	0.516905	0.052543	0.051143	0.073635	0.058423	0.172282	0.167242	0.424732	6	3131.699951	429.899994	50.5	0	0.3	0	76	55.2	65.7	44.7	52.4	66.2	77.9	54.5	12.2	74.4	87.3	61.6	1.5	59.5	70.8	48.2	35.4
83	221.5	14344	41136	31225	0.159091	0.194646	0.399331	0.246933	0.240933	0.187694	0.204055	0.241662	0.100058	0.025598	0.72309	0.013664	0.123118	0.121166	0.050823	0.031093	0.067154	0.692458	0.076827	0.093698	0.095162	0.099414	0.194158	0.166132	0.27461	6	202.300003	161.899994	14.1	0	0.1	0	192.6	54.4	65.2	43.5	53.1	67.3	80.3	54.3	13	76.1	90.5	61.8	1.6	58.4	69.9	46.9	34
84	1126.96	39624	106193	83933	0.127044	0.139789	0.38141	0.351757	0.209618	0.208422	0.151375	0.21315	0.166273	0.051162	0.804765	0.007495	0.102413	0.028947	0.095069	0.06751	0.069171	0.42889	0.255704	0.266884	0.179841	0.118817	0.11165	0.0372	0.029906	6	128.800003	33.200001	3.7	0	0.2	0	27.9	53.8	62.1	45.6	85.4	59.7	67.8	51.5	18.3	64.2	72.3	56.1	1.2	57.1	65.9	48.4	51.6
85	20.4	39484	123304	94053	0.18025	0.20892	0.302705	0.308125	0.237227	0.274995	0.211283	0.164415	0.086591	0.02549	0.213935	0.219836	0.393704	0.140335	0.247037	0.088137	0.038427	0.619236	0.1841	0.217278	0.181289	0.154999	0.15191	0.061823	0.048602	6	6418.399902	1693	151.800003	0.3	0.1	0	136.6	55	65.6	44.3	71.6	64.9	76.7	53	15.1	72.7	85.4	59.9	1.8	59.1	70.4	47.8	45.4
86	34.78	44786	125195	101965	0.116041	0.183182	0.40334	0.297437	0.185551	0.212668	0.201126	0.220895	0.138935	0.040824	0.412115	0.144487	0.151989	0.248738	0.101393	0.044076	0.06829	0.612504	0.098446	0.144844	0.138168	0.134104	0.207989	0.130152	0.146296	6	5022.600098	1050	128.800003	0.5	0.3	0	69.6	56.4	65.9	46.9	60.1	64.4	74	54.8	12.6	71.5	81.6	61.3	1.7	60.5	70.4	50.5	39.1
87	88.06	50908	136610	108703	0.143592	0.164709	0.346684	0.345015	0.204282	0.235942	0.203704	0.211456	0.111756	0.03286	0.594052	0.04846	0.192602	0.121926	0.139035	0.057437	0.051668	0.645778	0.125462	0.142296	0.13656	0.132671	0.209771	0.116229	0.137012	6	2408	1324.599976	129.800003	0.1	0.4	0	84.2	55.8	65.7	46	61.2	65.1	75.6	54.7	12.9	72.6	83.7	61.5	1.5	59.9	70.3	49.6	38.7
88	47.47	70694	158689	130435	0.096939	0.128964	0.3127	0.461397	0.178046	0.226563	0.229858	0.191015	0.125434	0.049083	0.793321	0.037542	0.074787	0.065833	0.049028	0.048066	0.126879	0.667152	0.107732	0.105978	0.10694	0.114154	0.16843	0.101791	0.294976	6	4115.899902	2829.600098	509.899994	0	0.2	1	125.8	57.7	69	46.5	44.3	69.3	81.3	57.3	9.4	78.8	91.6	66.1	3.1	62.1	73.8	50.5	28.9
89	9.56	51349	103104	87908	0.070693	0.100781	0.238817	0.58971	0.147385	0.270067	0.22164	0.189023	0.117774	0.05411	0.721845	0.04115	0.11973	0.086019	0.062552	0.108629	0.126475	0.657392	0.174687	0.130441	0.106448	0.108668	0.15975	0.111979	0.208027	6	11776.09961	11066.90039	1989.5	0.1	0.1	1	224.5	54.6	66.1	43	76.4	66.1	78.9	53.2	15.1	74.2	87.9	60.6	2.6	58.4	70.6	46.2	48.4
90	93.83	51382	128831	102213	0.083181	0.190845	0.393114	0.33286	0.206612	0.154062	0.181331	0.208172	0.173305	0.076519	0.799229	0.008485	0.049103	0.119361	0.035226	0.054202	0.119568	0.573176	0.083259	0.104959	0.101397	0.093827	0.152777	0.103246	0.360535	6	2050.100098	995.900024	134.199997	0	0.3	0	80.3	55.1	65	45.2	62.4	63.8	74.1	53.6	13.7	71	82	60.1	1.4	59	69.6	48.5	40
91	16.11	86880	205436	179072	0.076888	0.090239	0.250967	0.581906	0.128332	0.408964	0.194182	0.137814	0.091079	0.039628	0.592979	0.045684	0.134151	0.188628	0.091563	0.091367	0.079297	0.622683	0.165861	0.152866	0.139652	0.12576	0.167726	0.089814	0.158322	6	13238.09961	12563.59961	1261.099976	0	0	1	133.6	55.6	66.2	45	64.4	67.7	79.9	55.5	14.4	76.9	90.5	63.4	2.3	59.7	70.9	48.4	41.9
92	11.96	73164	166752	137759	0.096427	0.113512	0.269449	0.520611	0.173869	0.285034	0.237388	0.17285	0.093522	0.037337	0.501503	0.108537	0.166052	0.188713	0.121303	0.10322	0.089169	0.689363	0.172845	0.170111	0.164302	0.114346	0.153504	0.077948	0.146944	6	14287.7002	9925.200195	1441.400024	0	0	1	360.1	55.1	66.5	43.6	52	67	79	55.1	10.4	77	90	64.1	2.5	59.5	71.6	47.5	32.6
93	13.01	58132	107385	95990	0.039772	0.069961	0.227259	0.663008	0.106114	0.297015	0.243023	0.187168	0.114504	0.052177	0.785677	0.032822	0.083052	0.065265	0.068775	0.101889	0.138437	0.683821	0.180864	0.141334	0.128122	0.112571	0.165554	0.088677	0.182877	6	8799.400391	7505.399902	2144.5	0	0.1	1	241.4	53.4	64.4	42.5	64.5	65.1	77.5	52.6	14.1	73.4	87.1	59.8	2.4	57.7	69.3	46	36.6
94	10.42	77633	173774	150824	0.073706	0.088004	0.245772	0.592519	0.132068	0.339821	0.231985	0.172258	0.091688	0.03218	0.489946	0.058493	0.2987	0.124599	0.231049	0.190409	0.093121	0.669993	0.264797	0.218657	0.168189	0.110765	0.119215	0.042289	0.076089	6	17350.30078	9217.299805	1688.199951	0	0	1	240.7	55.7	67	44.3	54.5	66.7	78.9	54.4	11.3	76	89.6	62.5	2.9	60	72	48	34.6
95	11.66	77078	207118	167097	0.116064	0.135019	0.263421	0.485495	0.193228	0.321411	0.221574	0.157287	0.077806	0.028694	0.282208	0.056864	0.452632	0.190106	0.287177	0.222826	0.069307	0.665314	0.267586	0.231376	0.154856	0.111679	0.117219	0.051052	0.066232	6	19467.69922	7702.399902	857	0	0.1	1	242.7	57	68.1	45.9	53.3	67.5	79.1	55.9	10.7	77.2	89.8	64.6	2.4	61.5	73.1	49.8	33.3
96	19.33	62468	198596	159019	0.141705	0.18283	0.344977	0.330489	0.199284	0.280761	0.211757	0.174857	0.097258	0.036083	0.25064	0.025917	0.535266	0.171016	0.314897	0.085452	0.057355	0.614436	0.190642	0.201863	0.167398	0.113162	0.159842	0.077592	0.089502	6	11050.09961	2095.699951	244	0	0.1	1	342.6	55.3	67.1	43.4	52.7	66	78.4	53.6	10.8	75.9	89.7	62.1	3.1	59.9	72.4	47.4	32.5
97	11.57	41868	116809	94980	0.11252	0.183744	0.380983	0.322752	0.186878	0.233937	0.216233	0.195036	0.117936	0.049979	0.212716	0.023383	0.308207	0.439524	0.180591	0.066519	0.05662	0.617172	0.182001	0.174572	0.161125	0.122146	0.17388	0.077434	0.108842	6	10612.09961	3236.699951	549.700012	0	0	1	58.5	54.9	64.8	44.9	57.1	65.7	76.7	54.6	13	73.2	85	61.4	1.3	58.9	69.3	48.4	35.1
98	14.58	38215	128798	104622	0.123355	0.210205	0.466597	0.199843	0.187705	0.214413	0.191882	0.216183	0.127269	0.062548	0.055737	0.007589	0.283083	0.641895	0.186079	0.085359	0.047049	0.554205	0.206751	0.228026	0.180767	0.111291	0.148947	0.05893	0.065288	6	9420.099609	3835.600098	435	0	0.1	1	55.6	54	63.8	44.1	74.6	62.9	73.5	52.3	16.7	69.3	80.4	58.1	1.2	57.8	68.3	47.2	47.2
99	14.88	34351	134903	102938	0.16541	0.251259	0.391895	0.191435	0.236948	0.259846	0.193984	0.179307	0.096099	0.033817	0.051702	0.003726	0.636168	0.301156	0.291287	0.088469	0.03681	0.578766	0.234375	0.273384	0.194929	0.132427	0.098716	0.046258	0.019912	6	11016.59961	4091.199951	265	0	0.2	1	247.5	55.9	65.8	46	56.5	65.7	75.9	55.5	11.7	73.4	83.8	62.9	2.9	59.9	70.1	49.7	38
100	37.04	51729	168759	132826	0.139129	0.209824	0.418914	0.232133	0.212925	0.234939	0.19673	0.196612	0.117303	0.041491	0.251039	0.010845	0.54975	0.175318	0.307158	0.04454	0.047631	0.595892	0.133059	0.180846	0.151849	0.133329	0.197993	0.110035	0.092888	6	5507.799805	1595	187.600006	0	0.2	1	98.9	55.5	65.6	45.3	75.8	65.7	77	54.5	16.8	73.6	86	61.3	1.5	59.5	70.3	48.6	46.6
101	156.42	45645	133065	96624	0.142316	0.317406	0.336532	0.203746	0.273859	0.126179	0.251321	0.211558	0.105392	0.031691	0.602585	0.019016	0.049534	0.302771	0.03926	0.035864	0.099769	0.658294	0.060269	0.064476	0.064783	0.090897	0.168233	0.138109	0.413233	6	1414.199951	621.599976	78.400002	0	0.4	0	30	57.4	66.5	48.4	45.3	63.8	71.2	56.4	10.4	70.7	78.4	63	1.6	61.5	70.9	52	32.3
102	59.09	46783	121441	97369	0.125216	0.163243	0.400637	0.310904	0.19822	0.199974	0.194144	0.224669	0.136231	0.046763	0.686938	0.026655	0.114871	0.136716	0.078319	0.056003	0.07644	0.625836	0.08843	0.102281	0.116752	0.120813	0.19272	0.14221	0.236795	6	3612.399902	1366.900024	113.900002	0	0.4	0	72.3	56.1	66.1	46	62.6	64.7	75.3	54.2	13	71.9	83.2	60.6	1.6	60.1	70.7	49.5	39.4
103	62.28	41907	135799	103374	0.182953	0.209368	0.368602	0.239077	0.238772	0.250289	0.201401	0.188823	0.09299	0.027725	0.381798	0.120624	0.318085	0.139643	0.227384	0.045577	0.034867	0.612872	0.129286	0.164316	0.171332	0.159735	0.192832	0.09354	0.088959	6	2419.199951	572.099976	39	0.1	0.1	0	56.5	55.4	65.2	45.5	70.6	64.7	75.5	53.9	14.6	71.5	83.1	59.9	1.4	59.3	69.8	48.8	42.2
104	64.57	35715	117715	88275	0.163293	0.243903	0.360157	0.232647	0.250096	0.237455	0.191649	0.199269	0.092478	0.029053	0.390844	0.201232	0.253003	0.109254	0.198656	0.056923	0.048867	0.59113	0.146885	0.172057	0.167521	0.134873	0.20406	0.094442	0.080162	6	2624	577.099976	78.699997	0	0.3	0	32.1	56.5	65.6	47.4	60.9	64.9	74	55.8	14.2	71.9	81.5	62.2	1.4	60.5	70	51	40.7
105	136.52	38159	120291	88472	0.160067	0.249482	0.39034	0.20011	0.264517	0.195493	0.204986	0.198228	0.108287	0.028489	0.625619	0.066957	0.212296	0.06942	0.120679	0.034645	0.058633	0.619586	0.105218	0.122959	0.107995	0.12081	0.227889	0.152808	0.162321	6	904	145.5	22.700001	0.1	0.1	0	59.6	54.2	63.4	45	65.6	64.2	74	54.4	17	71.9	82.6	61.1	1.5	58	67.9	48	42.7
106	22.68	33096	106601	73892	0.223834	0.204375	0.273719	0.298072	0.306836	0.289294	0.164755	0.145346	0.068817	0.024953	0.292059	0.083666	0.480511	0.12358	0.166757	0.121948	0.041697	0.544944	0.334633	0.246102	0.173495	0.1124	0.096537	0.022752	0.01408	6	4807.700195	1711.400024	148.100006	0	0	0	38.6	55.1	64.8	45.4	64	65.3	76	54.5	14.5	72.8	84.6	61	1.2	58.9	69.3	48.6	39.3
107	73.78	54532	175784	124352	0.200323	0.195335	0.267989	0.336353	0.292586	0.275457	0.177604	0.150827	0.07788	0.025645	0.300117	0.120333	0.477298	0.077001	0.17465	0.133041	0.048122	0.527736	0.321903	0.25077	0.177859	0.112173	0.087618	0.027874	0.021804	6	2409.899902	1091.400024	92.699997	0	0	0	79.5	57.3	67.4	47.3	61.1	65.1	74.7	55.5	11.8	72.6	83.1	62.2	1.8	61.3	71.8	50.8	38.2
108	39.73	30834	112431	76877	0.253195	0.231011	0.279724	0.236071	0.31623	0.265407	0.180324	0.14062	0.074632	0.022787	0.189855	0.065836	0.582312	0.144159	0.190569	0.108841	0.031719	0.540916	0.328663	0.237011	0.162515	0.096582	0.109133	0.038983	0.027113	6	2863.300049	784.700012	60.200001	0	0	0	44.7	54.7	63.9	45.4	64.9	63.1	72.8	53.4	15.5	69.6	80	59.2	1.3	58.4	68.1	48.6	44
109	53.38	40255	118963	85953	0.169544	0.21406	0.348156	0.26824	0.277481	0.227978	0.187159	0.174407	0.102839	0.030135	0.613688	0.023177	0.239821	0.098373	0.12463	0.045088	0.042985	0.631182	0.129673	0.18753	0.155061	0.141225	0.1961	0.105304	0.085107	6	2196.699951	631	91.699997	0	0	0	36.4	57	66.6	47.3	51.2	66.1	75.6	56.7	10.6	74	84.2	63.7	1.3	61	71.2	50.9	32
110	2951.88	40207	133354	93829	0.188798	0.228716	0.369438	0.213048	0.296392	0.211205	0.183407	0.17689	0.098115	0.033992	0.395354	0.006243	0.540403	0.037581	0.161713	0.05698	0.043613	0.563269	0.231527	0.237421	0.161116	0.120974	0.132912	0.070261	0.045788	6	155.800003	45.700001	2.7	0	0.7	0	86.9	56.8	67.2	46.4	55.9	66.5	77.3	55.7	11.4	74.8	86.7	62.9	1.6	60.9	71.9	49.9	33
111	2849.63	54788	202906	145558	0.223443	0.247445	0.328922	0.20019	0.282633	0.274718	0.195016	0.157083	0.070673	0.019876	0.370592	0.015295	0.533894	0.063481	0.107031	0.063499	0.026819	0.504651	0.228043	0.252063	0.169015	0.101811	0.121286	0.070143	0.05764	6	85.099998	30.200001	1.5	0	0.2	0	113.6	57.2	68.6	45.8	58.3	65.9	77.4	54.4	10.7	74.2	86.9	61.5	1.8	61.4	73.5	49.4	35.4
112	70.34	70174	218385	157540	0.183615	0.23855	0.328754	0.249081	0.278613	0.256616	0.194963	0.160446	0.083948	0.025414	0.497948	0.068045	0.327144	0.081797	0.118833	0.041411	0.035391	0.607128	0.13468	0.183515	0.185225	0.143956	0.190783	0.089007	0.072833	6	3170.600098	1277.800049	138.899994	0	0	0	137.3	57.8	69.6	46.1	61.4	66.4	78.1	54.7	10.9	75	87.9	62	2.1	62.1	74.4	49.7	36.9
113	97.16	49238	164029	110945	0.226492	0.222816	0.284374	0.266319	0.323626	0.254924	0.168495	0.147443	0.079833	0.025678	0.316828	0.077237	0.569134	0.020655	0.165685	0.101974	0.040478	0.533976	0.30509	0.262419	0.175332	0.095373	0.096308	0.034526	0.030952	6	1758.5	605.5	57.799999	0	0	0	117.3	56.1	67	45.4	65.7	65.1	76.6	53.7	13.5	73	85.6	60.4	1.7	60.3	71.8	48.9	42
114	509.49	45696	119624	96445	0.1092	0.145352	0.309196	0.436253	0.193765	0.332166	0.167358	0.159625	0.110204	0.036882	0.795934	0.015625	0.127582	0.034204	0.077928	0.068584	0.048226	0.592327	0.242231	0.201746	0.159751	0.110404	0.143886	0.063441	0.078541	6	259.899994	114	15.5	0	0.1	0	15.3	53.4	62	44.9	78.4	61.9	71.4	52.5	18.8	67.4	77.3	57.5	1.1	56.8	66.1	47.6	50
115	77.15	29608	110704	74520	0.267326	0.261517	0.275027	0.196129	0.326854	0.277307	0.175197	0.144557	0.058914	0.017172	0.18343	0.07704	0.706329	0.024149	0.201905	0.075284	0.02028	0.561769	0.25993	0.330654	0.201128	0.098521	0.081836	0.019556	0.008376	6	1445.699951	284.799988	27.6	0	0	0	104.9	55.7	66.8	44.7	71.1	66	78.2	53.8	14.1	74	87.8	60.3	1.8	59.8	71.6	48	43
116	3233.11	37422	109918	80788	0.173614	0.16819	0.325504	0.332692	0.265016	0.228334	0.174466	0.186548	0.113476	0.03216	0.703837	0.01101	0.248624	0.009941	0.081717	0.072417	0.044508	0.449151	0.285901	0.267944	0.165518	0.105259	0.11389	0.040965	0.020523	6	52.400002	15.2	1.3	0	0.4	0	163.6	53.5	64.9	42.2	79.8	65.2	78.8	51.5	16.8	73.4	89.2	57.7	1.7	57.7	70	45.3	46.3
117	2103.06	40741	138127	104556	0.140178	0.250313	0.397143	0.212366	0.243044	0.216105	0.194611	0.228543	0.097034	0.020662	0.592818	0.042169	0.254019	0.086719	0.112368	0.022459	0.074179	0.557127	0.129157	0.145357	0.125279	0.121941	0.194767	0.121892	0.161606	6	139.600006	29.299999	6.1	0	0.5	1	131.9	57.7	68.3	47	53.5	65.5	75.7	55.3	11.9	73.7	84.7	62.8	2	61.9	73	50.9	36
118	142.31	51349	164326	118244	0.173148	0.227093	0.323005	0.276753	0.28043	0.240491	0.185467	0.186933	0.082482	0.024196	0.413796	0.212253	0.304193	0.046739	0.098775	0.074938	0.041249	0.494926	0.253832	0.218252	0.169468	0.129954	0.136575	0.052387	0.039533	6	1163.400024	313.399994	32.099998	0	0	1	218	55.7	66.8	44.5	61.5	64.2	75	53.3	13.1	72.8	84.7	61	2	60	71.7	48.2	38.7
